event_id,year,state,county_fips,county_name,event_type,wind_speed_mph,hail_size_inches,flood_depth_feet,storm_duration_hours,property_damage_usd
NOAA20062017300,2006,KS,20173,Sedgwick,Thunderstorm Wind,94.7,0.0,0.0,1.2,36045
NOAA20062017301,2006,KS,20173,Sedgwick,Thunderstorm Wind,104.9,0.0,0.0,1.9,152357
NOAA20062017302,2006,KS,20173,Sedgwick,Tornado,90.8,1.29,0.0,10.1,28956
NOAA20062017303,2006,KS,20173,Sedgwick,Thunderstorm Wind,87.0,0.0,0.0,4.8,53959
NOAA20062017304,2006,KS,20173,Sedgwick,Hail,89.8,3.26,0.0,2.9,20184
NOAA20062017305,2006,KS,20173,Sedgwick,Thunderstorm Wind,110.4,0.0,0.0,8.5,5006
NOAA20062017306,2006,KS,20173,Sedgwick,Tornado,61.6,2.06,0.0,11.4,79164
NOAA20062017307,2006,KS,20173,Sedgwick,Tornado,64.5,2.22,0.0,11.5,21672
NOAA20062017308,2006,KS,20173,Sedgwick,Hail,86.6,2.9,0.0,3.0,355638
NOAA20062203300,2006,LA,22033,East Baton Rouge,Flash Flood,100.6,0.0,2.86,1.5,114651
NOAA20062203301,2006,LA,22033,East Baton Rouge,Thunderstorm Wind,76.4,0.0,0.0,10.9,5969
NOAA20062203302,2006,LA,22033,East Baton Rouge,Thunderstorm Wind,79.8,0.0,0.0,8.0,433736
NOAA20062203303,2006,LA,22033,East Baton Rouge,Thunderstorm Wind,90.9,0.0,0.0,6.5,50460
NOAA20062203304,2006,LA,22033,East Baton Rouge,Thunderstorm Wind,98.5,0.0,0.0,10.4,54272
NOAA20062203305,2006,LA,22033,East Baton Rouge,Hurricane (Typhoon),104.4,0.0,1.97,6.7,24886
NOAA20062203306,2006,LA,22033,East Baton Rouge,Thunderstorm Wind,92.3,0.0,0.0,10.0,7311
NOAA20062203307,2006,LA,22033,East Baton Rouge,Thunderstorm Wind,120.2,0.0,0.0,8.5,48941
NOAA20062203308,2006,LA,22033,East Baton Rouge,Hurricane (Typhoon),124.8,0.0,1.36,4.2,24036
NOAA20062203309,2006,LA,22033,East Baton Rouge,Flash Flood,88.8,0.0,4.18,9.5,277741
NOAA20062203310,2006,LA,22033,East Baton Rouge,Hurricane (Typhoon),104.4,0.0,3.48,9.2,241265
NOAA20062207100,2006,LA,22071,Orleans,Thunderstorm Wind,95.0,0.0,0.0,9.8,14473
NOAA20062207101,2006,LA,22071,Orleans,Hurricane (Typhoon),82.8,0.0,2.75,9.1,89316
NOAA20062207102,2006,LA,22071,Orleans,Flash Flood,128.5,0.0,3.31,9.6,65003
NOAA20062207103,2006,LA,22071,Orleans,Flash Flood,130.6,0.0,3.79,9.8,106341
NOAA20062207104,2006,LA,22071,Orleans,Flash Flood,111.8,0.0,3.57,9.3,17731
NOAA20062207105,2006,LA,22071,Orleans,Thunderstorm Wind,126.7,0.0,0.0,4.1,55626
NOAA20062207106,2006,LA,22071,Orleans,Flash Flood,129.7,0.0,4.01,0.5,33806
NOAA20062207107,2006,LA,22071,Orleans,Flash Flood,98.0,0.0,3.53,8.8,28420
NOAA20062608100,2006,MI,26081,Kent,Flash Flood,59.3,0.0,0.84,3.1,10027
NOAA20062608101,2006,MI,26081,Kent,Flash Flood,64.9,0.0,0.24,7.1,93319
NOAA20062608102,2006,MI,26081,Kent,Thunderstorm Wind,63.5,0.0,0.0,7.7,8790
NOAA20062608103,2006,MI,26081,Kent,Winter Storm,34.5,0.0,0.0,12.0,217131
NOAA20062608104,2006,MI,26081,Kent,Winter Storm,56.9,0.0,0.0,2.6,8362
NOAA20062608105,2006,MI,26081,Kent,Thunderstorm Wind,87.7,0.0,0.0,3.4,74930
NOAA20062700300,2006,MN,27003,Anoka,Tornado,69.7,0.8,0.0,8.9,41961
NOAA20062700301,2006,MN,27003,Anoka,Thunderstorm Wind,51.8,0.0,0.0,9.3,27564
NOAA20062700302,2006,MN,27003,Anoka,Hail,69.0,1.36,0.0,2.1,18216
NOAA20062700303,2006,MN,27003,Anoka,Tornado,100.2,1.71,0.0,8.2,111637
NOAA20062700304,2006,MN,27003,Anoka,Thunderstorm Wind,93.3,0.0,0.0,0.7,162516
NOAA20062705300,2006,MN,27053,Hennepin,Hail,98.0,2.25,0.0,10.0,34485
NOAA20062705301,2006,MN,27053,Hennepin,Hail,87.3,1.15,0.0,1.0,33714
NOAA20062705302,2006,MN,27053,Hennepin,Tornado,28.3,0.53,0.0,2.6,58794
NOAA20062705303,2006,MN,27053,Hennepin,Hail,85.6,0.61,0.0,3.7,15495
NOAA20062705304,2006,MN,27053,Hennepin,Tornado,81.7,0,0.0,9.4,86667
NOAA20062705305,2006,MN,27053,Hennepin,Tornado,66.1,0.83,0.0,10.0,6134
NOAA20062705306,2006,MN,27053,Hennepin,Thunderstorm Wind,45.1,0.0,0.0,5.9,33730
NOAA20062705307,2006,MN,27053,Hennepin,Tornado,27.8,0,0.0,3.9,6399
NOAA20062705308,2006,MN,27053,Hennepin,Hail,75.8,1.84,0.0,7.3,431817
NOAA20062705309,2006,MN,27053,Hennepin,Thunderstorm Wind,93.7,0.0,0.0,5.7,26523
NOAA20062705310,2006,MN,27053,Hennepin,Thunderstorm Wind,84.2,0.0,0.0,6.8,55341
NOAA20062705311,2006,MN,27053,Hennepin,Tornado,92.4,1.63,0.0,6.2,5586
NOAA20062705312,2006,MN,27053,Hennepin,Thunderstorm Wind,87.0,0.0,0.0,0.9,376041
NOAA20062705313,2006,MN,27053,Hennepin,Hail,72.5,1.12,0.0,5.0,30956
NOAA20062804900,2006,MS,28049,Hinds,Hail,92.9,0.17,0.0,6.5,217809
NOAA20062804901,2006,MS,28049,Hinds,Hail,88.9,0.89,0.0,2.0,625478
NOAA20062804902,2006,MS,28049,Hinds,Thunderstorm Wind,80.5,0.0,0.0,7.8,39447
NOAA20062804903,2006,MS,28049,Hinds,Tornado,70.8,1.97,0.0,5.3,13933
NOAA20062804904,2006,MS,28049,Hinds,Hail,108.7,1.35,0.0,4.1,68697
NOAA20062909500,2006,MO,29095,Jackson,Hail,97.7,1.98,0.0,3.2,53645
NOAA20062909501,2006,MO,29095,Jackson,Thunderstorm Wind,56.8,0.0,0.0,5.2,2456
NOAA20062909502,2006,MO,29095,Jackson,Thunderstorm Wind,68.0,0.0,0.0,7.5,34445
NOAA20062909503,2006,MO,29095,Jackson,Hail,82.2,2.22,0.0,1.4,269572
NOAA20062909504,2006,MO,29095,Jackson,Thunderstorm Wind,65.1,0.0,0.0,9.1,204160
NOAA20062909505,2006,MO,29095,Jackson,Hail,82.5,1.75,0.0,5.4,43107
NOAA20062909506,2006,MO,29095,Jackson,Tornado,130.8,2.42,0.0,0.7,23995
NOAA20062909507,2006,MO,29095,Jackson,Tornado,109.7,2.76,0.0,0.8,14822
NOAA20063105500,2006,NE,31055,Douglas,Hail,95.5,1.8,0.0,11.5,99927
NOAA20063105501,2006,NE,31055,Douglas,Hail,60.5,2.91,0.0,6.4,6596
NOAA20063105502,2006,NE,31055,Douglas,Hail,67.0,1.42,0.0,9.3,47354
NOAA20063105503,2006,NE,31055,Douglas,Thunderstorm Wind,119.7,0.0,0.0,3.8,24193
NOAA20063105504,2006,NE,31055,Douglas,Tornado,79.1,3.1,0.0,4.4,43682
NOAA20063105505,2006,NE,31055,Douglas,Thunderstorm Wind,79.7,0.0,0.0,3.2,15612
NOAA20063105506,2006,NE,31055,Douglas,Thunderstorm Wind,97.9,0.0,0.0,8.4,458422
NOAA20063105507,2006,NE,31055,Douglas,Tornado,94.2,1.65,0.0,3.8,57789
NOAA20063105508,2006,NE,31055,Douglas,Tornado,48.7,1.71,0.0,7.7,87982
NOAA20063105509,2006,NE,31055,Douglas,Hail,56.4,2.61,0.0,10.0,94882
NOAA20063105510,2006,NE,31055,Douglas,Tornado,61.9,1.84,0.0,11.8,13721
NOAA20063200300,2006,NV,32003,Clark,Flash Flood,62.4,0.0,1.32,7.2,59940
NOAA20063200301,2006,NV,32003,Clark,Thunderstorm Wind,37.0,0.0,0.0,0.7,18524
NOAA20063200302,2006,NV,32003,Clark,Winter Storm,49.4,0.0,0.0,9.6,1838
NOAA20063401300,2006,NJ,34013,Essex,Winter Storm,28.5,0.0,0.0,6.9,65219
NOAA20063401301,2006,NJ,34013,Essex,Winter Storm,73.9,0.0,0.0,2.3,62892
NOAA20063401302,2006,NJ,34013,Essex,Flash Flood,52.7,0.0,1.09,5.6,55404
NOAA20063401303,2006,NJ,34013,Essex,Winter Storm,48.2,0.0,0.0,3.1,33384
NOAA20063401304,2006,NJ,34013,Essex,Winter Storm,34.2,0.0,0.0,3.3,6831
NOAA20063401305,2006,NJ,34013,Essex,Winter Storm,37.9,0.0,0.0,7.0,16478
NOAA20063401306,2006,NJ,34013,Essex,Thunderstorm Wind,21.4,0.0,0.0,6.8,1252
NOAA20063401307,2006,NJ,34013,Essex,Thunderstorm Wind,67.6,0.0,0.0,9.5,22900
NOAA20063602900,2006,NY,36029,Erie,Thunderstorm Wind,58.7,0.0,0.0,0.7,27508
NOAA20063602901,2006,NY,36029,Erie,Winter Storm,74.2,0.0,0.0,9.3,93241
NOAA20063602902,2006,NY,36029,Erie,Flash Flood,19.0,0.0,1.99,3.4,4000
NOAA20063602903,2006,NY,36029,Erie,Winter Storm,50.5,0.0,0.0,2.2,55916
NOAA20063602904,2006,NY,36029,Erie,Winter Storm,48.7,0.0,0.0,10.3,55236
NOAA20063602905,2006,NY,36029,Erie,Thunderstorm Wind,96.1,0.0,0.0,0.5,97760
NOAA20063602906,2006,NY,36029,Erie,Winter Storm,22.9,0.0,0.0,1.2,34137
NOAA20063605900,2006,NY,36059,Nassau,Thunderstorm Wind,67.9,0.0,0.0,7.5,25860
NOAA20063605901,2006,NY,36059,Nassau,Winter Storm,63.0,0.0,0.0,3.7,10666
NOAA20063605902,2006,NY,36059,Nassau,Winter Storm,47.3,0.0,0.0,9.4,112804
NOAA20063605903,2006,NY,36059,Nassau,Winter Storm,76.1,0.0,0.0,11.4,83343
NOAA20063605904,2006,NY,36059,Nassau,Thunderstorm Wind,54.9,0.0,0.0,3.7,3825
NOAA20063605905,2006,NY,36059,Nassau,Flash Flood,42.9,0.0,0.38,1.2,152736
NOAA20063605906,2006,NY,36059,Nassau,Flash Flood,45.3,0.0,0.53,4.5,25685
NOAA20063605907,2006,NY,36059,Nassau,Flash Flood,33.4,0.0,0.83,11.1,122757
NOAA20063605908,2006,NY,36059,Nassau,Thunderstorm Wind,20.4,0.0,0.0,9.3,4548
NOAA20063605909,2006,NY,36059,Nassau,Winter Storm,49.7,0.0,0.0,11.7,7973
NOAA20063605910,2006,NY,36059,Nassau,Thunderstorm Wind,43.0,0.0,0.0,11.3,84053
NOAA20063610300,2006,NY,36103,Suffolk,Flash Flood,48.2,0.0,2.07,5.9,124415
NOAA20063610301,2006,NY,36103,Suffolk,Thunderstorm Wind,49.9,0.0,0.0,10.3,66686
NOAA20063610302,2006,NY,36103,Suffolk,Thunderstorm Wind,70.3,0.0,0.0,4.9,12916
NOAA20063610303,2006,NY,36103,Suffolk,Winter Storm,65.5,0.0,0.0,11.8,16184
NOAA20063610304,2006,NY,36103,Suffolk,Winter Storm,43.8,0.0,0.0,1.9,11703
NOAA20063610305,2006,NY,36103,Suffolk,Winter Storm,51.9,0.0,0.0,6.8,9791
NOAA20063610306,2006,NY,36103,Suffolk,Winter Storm,98.0,0.0,0.0,4.2,14419
NOAA20063711900,2006,NC,37119,Mecklenburg,Tornado,109.0,1.3,0.0,5.5,34135
NOAA20063711901,2006,NC,37119,Mecklenburg,Hail,78.3,1.46,0.0,1.7,36563
NOAA20063711902,2006,NC,37119,Mecklenburg,Thunderstorm Wind,100.8,0.0,0.0,6.2,69752
NOAA20063711903,2006,NC,37119,Mecklenburg,Thunderstorm Wind,56.0,0.0,0.0,0.7,25419
NOAA20063711904,2006,NC,37119,Mecklenburg,Tornado,78.4,0.71,0.0,2.7,179088
NOAA20063711905,2006,NC,37119,Mecklenburg,Thunderstorm Wind,58.1,0.0,0.0,10.0,188329
NOAA20063903500,2006,OH,39035,Cuyahoga,Flash Flood,56.6,0.0,1.57,10.0,151044
NOAA20063903501,2006,OH,39035,Cuyahoga,Thunderstorm Wind,61.6,0.0,0.0,8.3,20958
NOAA20063903502,2006,OH,39035,Cuyahoga,Thunderstorm Wind,44.5,0.0,0.0,7.1,14961
NOAA20063903503,2006,OH,39035,Cuyahoga,Flash Flood,60.3,0.0,0,8.8,19036
NOAA20063903504,2006,OH,39035,Cuyahoga,Thunderstorm Wind,25.3,0.0,0.0,5.1,41194
NOAA20063903505,2006,OH,39035,Cuyahoga,Flash Flood,63.3,0.0,0,10.4,23498
NOAA20063904900,2006,OH,39049,Franklin,Tornado,77.5,0.85,0.0,7.7,25424
NOAA20063904901,2006,OH,39049,Franklin,Hail,58.4,0.33,0.0,0.7,23192
NOAA20063904902,2006,OH,39049,Franklin,Thunderstorm Wind,37.6,0.0,0.0,2.5,24243
NOAA20063904903,2006,OH,39049,Franklin,Tornado,66.0,1.12,0.0,7.5,12645
NOAA20063904904,2006,OH,39049,Franklin,Thunderstorm Wind,91.5,0.0,0.0,11.5,28025
NOAA20063904905,2006,OH,39049,Franklin,Tornado,62.4,0.47,0.0,3.9,8826
NOAA20063904906,2006,OH,39049,Franklin,Tornado,64.0,1.12,0.0,1.5,13766
NOAA20064010900,2006,OK,40109,Oklahoma,Thunderstorm Wind,93.5,0.0,0.0,8.5,38754
NOAA20064014300,2006,OK,40143,Tulsa,Hail,130.2,1.58,0.0,6.7,332274
NOAA20064014301,2006,OK,40143,Tulsa,Hail,99.9,2.61,0.0,1.2,48841
NOAA20064014302,2006,OK,40143,Tulsa,Hail,43.1,1.04,0.0,7.1,16613
NOAA20064014303,2006,OK,40143,Tulsa,Thunderstorm Wind,82.6,0.0,0.0,10.1,8538
NOAA20064014304,2006,OK,40143,Tulsa,Thunderstorm Wind,60.0,0.0,0.0,9.6,36928
NOAA20064014305,2006,OK,40143,Tulsa,Thunderstorm Wind,93.9,0.0,0.0,5.1,8378
NOAA20064014306,2006,OK,40143,Tulsa,Thunderstorm Wind,72.1,0.0,0.0,10.7,460263
NOAA20064014307,2006,OK,40143,Tulsa,Hail,114.9,1.62,0.0,8.4,66543
NOAA20064014308,2006,OK,40143,Tulsa,Thunderstorm Wind,111.2,0.0,0.0,2.4,150931
NOAA20064014309,2006,OK,40143,Tulsa,Tornado,82.2,2.82,0.0,3.4,179310
NOAA20064105100,2006,OR,41051,Multnomah,Flash Flood,34.2,0.0,0.88,2.6,72867
NOAA20064105101,2006,OR,41051,Multnomah,Flash Flood,17.5,0.0,0.73,3.1,64570
NOAA20064105102,2006,OR,41051,Multnomah,Winter Storm,5.6,0.0,0.0,11.2,1888
NOAA20064105103,2006,OR,41051,Multnomah,Thunderstorm Wind,23.9,0.0,0.0,2.6,83104
NOAA20064105104,2006,OR,41051,Multnomah,Flash Flood,1.4,0.0,1.25,5.0,2277
NOAA20064105105,2006,OR,41051,Multnomah,Winter Storm,83.9,0.0,0.0,3.1,55529
NOAA20064210100,2006,PA,42101,Philadelphia,Winter Storm,62.5,0.0,0.0,1.7,62140
NOAA20064210101,2006,PA,42101,Philadelphia,Thunderstorm Wind,74.0,0.0,0.0,3.5,7759
NOAA20064210102,2006,PA,42101,Philadelphia,Flash Flood,45.5,0.0,1.53,6.1,188964
NOAA20064210103,2006,PA,42101,Philadelphia,Thunderstorm Wind,54.0,0.0,0.0,0.6,9387
NOAA20064210104,2006,PA,42101,Philadelphia,Winter Storm,81.1,0.0,0.0,1.4,51757
NOAA20064210105,2006,PA,42101,Philadelphia,Thunderstorm Wind,29.7,0.0,0.0,6.5,40691
NOAA20064504500,2006,SC,45045,Greenville,Hail,81.7,1.23,0.0,4.2,35454
NOAA20064504501,2006,SC,45045,Greenville,Hail,92.6,1.22,0.0,2.5,63307
NOAA20064504502,2006,SC,45045,Greenville,Hail,89.4,0,0.0,6.5,17469
NOAA20064504503,2006,SC,45045,Greenville,Hail,82.0,2.68,0.0,3.6,432440
NOAA20064504504,2006,SC,45045,Greenville,Tornado,90.4,1.26,0.0,9.4,15403
NOAA20064504505,2006,SC,45045,Greenville,Tornado,61.1,1.41,0.0,7.3,28788
NOAA20064504506,2006,SC,45045,Greenville,Tornado,73.1,1.65,0.0,0.6,25143
NOAA20064703700,2006,TN,47037,Davidson,Tornado,40.4,0.98,0.0,4.5,9037
NOAA20064703701,2006,TN,47037,Davidson,Hail,37.9,0.69,0.0,9.4,388
NOAA20064703702,2006,TN,47037,Davidson,Tornado,43.7,1.15,0.0,5.7,18440
NOAA20064715700,2006,TN,47157,Shelby,Hail,101.6,0,0.0,10.8,14797
NOAA20064715701,2006,TN,47157,Shelby,Tornado,78.2,0,0.0,9.7,10562
NOAA20064715702,2006,TN,47157,Shelby,Tornado,55.0,1.13,0.0,4.0,35922
NOAA20064715703,2006,TN,47157,Shelby,Thunderstorm Wind,104.3,0.0,0.0,9.8,41782
NOAA20064715704,2006,TN,47157,Shelby,Thunderstorm Wind,83.8,0.0,0.0,1.0,15081
NOAA20064715705,2006,TN,47157,Shelby,Tornado,80.8,1.43,0.0,3.2,8643
NOAA20064715706,2006,TN,47157,Shelby,Thunderstorm Wind,109.8,0.0,0.0,6.5,88566
NOAA20064715707,2006,TN,47157,Shelby,Tornado,85.5,1.58,0.0,4.0,195674
NOAA20064715708,2006,TN,47157,Shelby,Hail,61.2,1.91,0.0,8.7,6392
NOAA20064802900,2006,TX,48029,Bexar,Thunderstorm Wind,48.1,0.0,0.0,7.9,13629
NOAA20064802901,2006,TX,48029,Bexar,Tornado,65.9,0.67,0.0,3.8,1470
NOAA20064802902,2006,TX,48029,Bexar,Tornado,43.7,1.75,0.0,9.0,10631
NOAA20064802903,2006,TX,48029,Bexar,Tornado,95.2,2.1,0.0,1.6,15562
NOAA20064802904,2006,TX,48029,Bexar,Thunderstorm Wind,65.3,0.0,0.0,6.9,16499
NOAA20064802905,2006,TX,48029,Bexar,Thunderstorm Wind,79.4,0.0,0.0,5.1,141016
NOAA20064802906,2006,TX,48029,Bexar,Hail,88.2,0.71,0.0,6.0,10275
NOAA20064802907,2006,TX,48029,Bexar,Thunderstorm Wind,64.2,0.0,0.0,2.1,6118
NOAA20064802908,2006,TX,48029,Bexar,Hail,72.6,1.66,0.0,6.4,202239
NOAA20064811300,2006,TX,48113,Dallas,Thunderstorm Wind,63.8,0.0,0.0,3.3,473113
NOAA20064811301,2006,TX,48113,Dallas,Hail,104.4,2.26,0.0,5.8,18213
NOAA20064811302,2006,TX,48113,Dallas,Tornado,75.4,2.3,0.0,8.0,138481
NOAA20064811303,2006,TX,48113,Dallas,Hail,40.7,3.42,0.0,11.0,7479
NOAA20064811304,2006,TX,48113,Dallas,Hail,125.5,3.53,0.0,9.7,136937
NOAA20064811305,2006,TX,48113,Dallas,Tornado,76.2,2.23,0.0,2.2,127776
NOAA20064811306,2006,TX,48113,Dallas,Thunderstorm Wind,108.5,0.0,0.0,8.6,15618
NOAA20064811307,2006,TX,48113,Dallas,Tornado,92.3,3.3,0.0,4.0,33147
NOAA20064811308,2006,TX,48113,Dallas,Tornado,53.5,2.76,0.0,6.2,8487
NOAA20064811309,2006,TX,48113,Dallas,Hail,108.9,2.2,0.0,3.5,3743
NOAA20064811310,2006,TX,48113,Dallas,Thunderstorm Wind,60.9,0.0,0.0,2.6,16298
NOAA20064814100,2006,TX,48141,El Paso,Winter Storm,34.1,0.0,0.0,2.5,14866
NOAA20064814101,2006,TX,48141,El Paso,Flash Flood,50.5,0.0,0,8.6,53910
NOAA20064814102,2006,TX,48141,El Paso,Winter Storm,32.4,0.0,0.0,11.4,16943
NOAA20064814103,2006,TX,48141,El Paso,Thunderstorm Wind,58.3,0.0,0.0,1.6,79342
NOAA20064820100,2006,TX,48201,Harris,Hurricane (Typhoon),122.9,0.0,2.22,2.5,179908
NOAA20064820101,2006,TX,48201,Harris,Hurricane (Typhoon),71.1,0.0,3.16,8.4,30825
NOAA20064820102,2006,TX,48201,Harris,Hurricane (Typhoon),79.3,0.0,3.55,8.5,67773
NOAA20064843900,2006,TX,48439,Tarrant,Hail,107.0,2.73,0.0,9.6,22039
NOAA20064843901,2006,TX,48439,Tarrant,Hail,40.5,2.8,0.0,7.1,46180
NOAA20064843902,2006,TX,48439,Tarrant,Hail,47.4,2.88,0.0,11.2,33746
NOAA20064843903,2006,TX,48439,Tarrant,Tornado,64.5,3.3,0.0,8.1,11317
NOAA20064843904,2006,TX,48439,Tarrant,Thunderstorm Wind,71.2,0.0,0.0,8.0,64813
NOAA20064843905,2006,TX,48439,Tarrant,Tornado,102.0,1.0,0.0,7.1,110014
NOAA20064843906,2006,TX,48439,Tarrant,Tornado,93.6,2.21,0.0,1.1,20059
NOAA20064843907,2006,TX,48439,Tarrant,Hail,104.5,3.39,0.0,11.1,260285
NOAA20064903500,2006,UT,49035,Salt Lake,Thunderstorm Wind,35.0,0.0,0.0,7.5,30517
NOAA20064903501,2006,UT,49035,Salt Lake,Thunderstorm Wind,39.0,0.0,0.0,11.0,5553
NOAA20064903502,2006,UT,49035,Salt Lake,Winter Storm,52.0,0.0,0.0,9.2,78881
NOAA20064903503,2006,UT,49035,Salt Lake,Winter Storm,45.5,0.0,0.0,3.9,8189
NOAA20064903504,2006,UT,49035,Salt Lake,Thunderstorm Wind,32.2,0.0,0.0,6.7,29513
NOAA20064903505,2006,UT,49035,Salt Lake,Winter Storm,58.5,0.0,0.0,1.7,62420
NOAA20064903506,2006,UT,49035,Salt Lake,Thunderstorm Wind,14.3,0.0,0.0,1.5,4532
NOAA20064903507,2006,UT,49035,Salt Lake,Flash Flood,62.2,0.0,0,4.3,4825
NOAA20065105900,2006,VA,51059,Fairfax,Winter Storm,59.2,0.0,0.0,2.7,17979
NOAA20065105901,2006,VA,51059,Fairfax,Thunderstorm Wind,68.6,0.0,0.0,0.5,42592
NOAA20065105902,2006,VA,51059,Fairfax,Winter Storm,26.9,0.0,0.0,7.2,4841
NOAA20065105903,2006,VA,51059,Fairfax,Thunderstorm Wind,53.4,0.0,0.0,4.6,15197
NOAA20065105904,2006,VA,51059,Fairfax,Flash Flood,77.0,0.0,0.58,10.2,22536
NOAA20065105905,2006,VA,51059,Fairfax,Winter Storm,46.3,0.0,0.0,9.5,107273
NOAA20065105906,2006,VA,51059,Fairfax,Flash Flood,39.8,0.0,0,6.9,11499
NOAA20065303300,2006,WA,53033,King,Winter Storm,29.1,0.0,0.0,11.6,5216
NOAA20065303301,2006,WA,53033,King,Thunderstorm Wind,34.8,0.0,0.0,10.4,55800
NOAA20065303302,2006,WA,53033,King,Thunderstorm Wind,49.0,0.0,0.0,4.4,207889
NOAA20065303303,2006,WA,53033,King,Winter Storm,74.1,0.0,0.0,10.5,7771
NOAA20065303304,2006,WA,53033,King,Flash Flood,45.1,0.0,1.41,9.3,18964
NOAA20065507900,2006,WI,55079,Milwaukee,Flash Flood,43.1,0.0,0,7.3,51903
NOAA20065507901,2006,WI,55079,Milwaukee,Flash Flood,45.9,0.0,0.79,3.3,21894
NOAA20065507902,2006,WI,55079,Milwaukee,Flash Flood,55.3,0.0,0.56,1.0,53788
NOAA20065507903,2006,WI,55079,Milwaukee,Thunderstorm Wind,99.3,0.0,0.0,9.6,56160
NOAA20065507904,2006,WI,55079,Milwaukee,Flash Flood,63.9,0.0,0.2,6.1,27121
NOAA20065507905,2006,WI,55079,Milwaukee,Thunderstorm Wind,103.0,0.0,0.0,6.4,361829
NOAA20070107300,2007,AL,01073,Jefferson,Thunderstorm Wind,97.6,0.0,0.0,10.5,14303
NOAA20070107301,2007,AL,01073,Jefferson,Thunderstorm Wind,81.2,0.0,0.0,1.0,35703
NOAA20070107302,2007,AL,01073,Jefferson,Hail,96.9,1.52,0.0,11.6,119721
NOAA20070107303,2007,AL,01073,Jefferson,Tornado,76.5,2.4,0.0,2.8,30361
NOAA20070107304,2007,AL,01073,Jefferson,Thunderstorm Wind,87.3,0.0,0.0,0.8,51421
NOAA20070107305,2007,AL,01073,Jefferson,Tornado,112.9,0.89,0.0,5.6,159215
NOAA20070109700,2007,AL,01097,Mobile,Hurricane (Typhoon),105.3,0.0,2.91,8.2,137249
NOAA20070109701,2007,AL,01097,Mobile,Flash Flood,105.4,0.0,3.21,11.3,218952
NOAA20070109702,2007,AL,01097,Mobile,Thunderstorm Wind,135.2,0.0,0.0,1.4,97742
NOAA20070109703,2007,AL,01097,Mobile,Thunderstorm Wind,97.9,0.0,0.0,0.9,256038
NOAA20070109704,2007,AL,01097,Mobile,Flash Flood,83.5,0.0,4.17,7.7,10015
NOAA20070401300,2007,AZ,04013,Maricopa,Flash Flood,33.5,0.0,0,3.4,24645
NOAA20070401301,2007,AZ,04013,Maricopa,Winter Storm,67.4,0.0,0.0,9.2,248320
NOAA20070401302,2007,AZ,04013,Maricopa,Flash Flood,51.7,0.0,0,8.2,48333
NOAA20070401303,2007,AZ,04013,Maricopa,Thunderstorm Wind,30.9,0.0,0.0,1.0,24397
NOAA20070401304,2007,AZ,04013,Maricopa,Winter Storm,27.6,0.0,0.0,9.9,59460
NOAA20070401305,2007,AZ,04013,Maricopa,Winter Storm,74.5,0.0,0.0,6.6,36547
NOAA20070401306,2007,AZ,04013,Maricopa,Thunderstorm Wind,47.1,0.0,0.0,8.4,66977
NOAA20070401307,2007,AZ,04013,Maricopa,Winter Storm,63.9,0.0,0.0,9.1,16634
NOAA20070401308,2007,AZ,04013,Maricopa,Flash Flood,23.2,0.0,0.2,3.2,4311
NOAA20070401309,2007,AZ,04013,Maricopa,Thunderstorm Wind,46.1,0.0,0.0,6.4,29997
NOAA20070401310,2007,AZ,04013,Maricopa,Winter Storm,68.2,0.0,0.0,11.0,215165
NOAA20070401311,2007,AZ,04013,Maricopa,Thunderstorm Wind,72.4,0.0,0.0,3.5,15588
NOAA20070511900,2007,AR,05119,Pulaski,Thunderstorm Wind,102.3,0.0,0.0,10.2,135098
NOAA20070511901,2007,AR,05119,Pulaski,Tornado,98.8,1.63,0.0,1.6,8785
NOAA20070511902,2007,AR,05119,Pulaski,Tornado,59.8,0.52,0.0,10.7,85058
NOAA20070511903,2007,AR,05119,Pulaski,Thunderstorm Wind,74.6,0.0,0.0,10.8,7969
NOAA20070511904,2007,AR,05119,Pulaski,Thunderstorm Wind,83.2,0.0,0.0,7.7,45590
NOAA20070511905,2007,AR,05119,Pulaski,Thunderstorm Wind,61.7,0.0,0.0,11.7,19320
NOAA20070511906,2007,AR,05119,Pulaski,Thunderstorm Wind,47.1,0.0,0.0,4.6,34135
NOAA20070511907,2007,AR,05119,Pulaski,Tornado,98.5,3.09,0.0,4.8,339924
NOAA20070511908,2007,AR,05119,Pulaski,Thunderstorm Wind,80.5,0.0,0.0,9.8,23943
NOAA20070511909,2007,AR,05119,Pulaski,Hail,73.6,2.21,0.0,10.0,16327
NOAA20070603700,2007,CA,06037,Los Angeles,Flash Flood,37.7,0.0,1.4,1.5,45277
NOAA20070603701,2007,CA,06037,Los Angeles,Thunderstorm Wind,59.8,0.0,0.0,7.4,5812
NOAA20070603702,2007,CA,06037,Los Angeles,Thunderstorm Wind,11.9,0.0,0.0,7.2,5229
NOAA20070603703,2007,CA,06037,Los Angeles,Flash Flood,51.8,0.0,1.13,8.7,2418
NOAA20070603704,2007,CA,06037,Los Angeles,Wildfire,49.2,0.0,0.0,5.4,17987
NOAA20070607300,2007,CA,06073,San Diego,Thunderstorm Wind,25.2,0.0,0.0,6.1,81947
NOAA20070607301,2007,CA,06073,San Diego,Winter Storm,25.3,0.0,0.0,4.8,41293
NOAA20070607302,2007,CA,06073,San Diego,Winter Storm,35.6,0.0,0.0,8.2,13233
